70969289	21
234918189	216
585091694	8
392845395	229
147846373	30
1305778243	242
855699504	0
353805820	52
541489770	226
2172656060	236
2603491542	24
3180052202	232
2741938125	24
245323651	174
2893609345	55
334770866	229
2903838722	156
2282174527	15
1360277780	16
281763973	213
95437938	213
26461628	35
355989081	51
228300826	213
343283519	213
27839828	24
21439144	164
2753124690	81
2969431731	160
2732753069	81
2685274722	24
2903794590	24
3025730054	4
552721464	67
439125710	48
3156705419	232
1142828953	35
2860248722	283
2893530846	229
714926235	48
759251	55
2853078955	283
2678846580	283
1716956222	24
1136202246	298
727732490	55
80125582	124
273130215	115
2391658171	35
2954249257	81
2895384648	283
118310849	55
576766133	298
2703530701	35
2736281111	244
2701721294	35
2701268012	81
637197002	81
1372351364	4
399312985	48
2984445698	35
2700546476	303
2984384984	35
2984405994	35
2699578290	35
2703203575	81
2701006466	35
2701030392	174
448176493	35
3024142012	216
2702180845	35
2984422236	185
2736215914	35
2984591988	81
2736511277	35
1919350406	76
2785211754	93
3023199760	52
48502930	21
3085736378	179
2943113973	35
3012200858	35
2336918387	246
264107729	61
38107360	298
68515878	298
2890787414	24
2890303152	35
761947260	298
553396754	298
2611240106	102
2985514097	81
285146414	261
715998169	29
604142194	232
3065310853	232
435165692	21
1273036716	185
81333517	24
528766080	21
482929467	61
1705991035	30
1664059166	153
2467791	174
211468827	55
61003804	292
74816067	232
36726874	232
2292123182	35
2984177458	232
178884638	283
554781878	30
598879060	156
497574414	93
738576612	133
876105348	226
135092917	298
2172753872	188
1494835716	232
957501360	24
103012173	24
513364774	81
995367092	281
108407330	24
515115919	298
2855567187	29
2852500303	15
2871920535	257
3178177380	179
37034483	20
71487564	202
612473	305
1562935142	305
14075928	185
101422703	298
2361899089	24
174316096	55
1020857448	55
2696553186	81
2692152259	35
537943450	153
181561712	153
287064784	229
17741799	229
2586476720	161
2400706567	185
2485811094	164
2984586715	81
2688180090	55
2984684581	81
2733189267	35
366107438	164
149760844	185
2919064907	21
3166114902	151
2195500497	188
148417190	81
2910039173	134
600434080	132
1644143382	203
2843759530	229
2921414714	229
2533208914	24
237724241	33
2853239935	229
2984401976	229
3011700598	179
2345484072	35
3070296056	153
1484891485	44
1143356610	24
79650494	76
1373320310	185
610890727	162
214489590	164
1043694534	8
316859109	236
2208003360	24
3025588390	93
1631628644	8
590538520	35
1598995471	185
426867538	283
1872096984	185
20431187	76
128961834	20
999392113	8
1631128196	216
2984548314	185
2696872783	81
2697966889	81
2701940514	35
2984446754	35
2984163951	35
3095562196	35
2918898159	232
1512635316	244
459983485	277
1443019626	21
3015063197	232
987187945	185
1511730481	115
2739905761	88
2496312684	35
3015956537	216
706448896	229
2869049856	153
2595885932	298
2757589367	132
3032023171	245
38742405	20
2850462601	29
3000441269	35
2910231323	93
3015125751	166
2840492034	81
2859137690	55
2932992638	161
117636026	24
316785473	185
2564849616	76
2343896512	61
125806240	20
313087874	8
2718419672	81
74277241	185
56915836	265
3129499160	229
2991866982	298
537052093	20
249830418	298
2748239304	24
2376085272	29
892486286	229
2856673791	55
3126156459	232
2471128465	35
3166223707	24
2956262652	24
3135094689	134
2803125438	24
2820299636	229
1426228452	246
2645038853	35
3164154426	24
1194845858	135
374212227	306
3102323772	24
2855058556	139
3166203578	107
2472651750	24
2820308510	24
3166128576	24
151098505	81
3168215744	93
266102331	203
115628224	307
2755751021	161
374712154	24
2288463941	15
1459537578	61
320566504	185
2987138620	29
1640500489	216
393488321	35
821198618	61
1416624906	113
2433935083	21
343228492	24
2960530904	304
2366091614	185
2848241137	35
3167718775	249
313005140	81
2387705120	20
331452391	185
1155481513	81
3164531316	249
2489350513	94
177886974	198
2576154948	298
3139637058	107
2493066217	55
2763262674	185
2691877707	246
2951537741	246
2591967606	24
5402612	55
183614010	156
294082746	132
1481407244	185
1961225442	29
1965037430	132
1633566204	185
2718747045	185
388438160	35
604883440	185
91478624	205
2868532741	107
2918884070	35
456027828	8
577217725	160
618336955	108
858592592	30
855402486	103
2769541	0
172943205	15
549788597	236
174958289	160
2899153866	198
3019389893	210
2697104514	270
2385640543	174
45709328	15
3018201765	198
376020193	232
1002171691	21
2335240088	0
2893933908	212
1917257256	107
3221395659	160
3239961335	232
1443064580	229
52491063	71
136627335	80
1322206404	15
2810877696	35
2883069440	246
2269430017	216
327519692	30
40843754	76
338329289	76
2771755435	15
611686687	24
3199827934	249
393802545	-1
715473049	24
2414913756	266
11866582	35
146566275	229
14669951	88
152619200	185
17659206	268
2996341338	29
2960959649	81
3024657966	291
2359565790	264
453856839	185
120797174	30
14222536	24
2726025501	245
93879982	169
83638901	245
2852437059	232
807095	107
2956169472	292
3139628484	214
30246959	216
562943807	20
321129266	232
2868581819	24
3134088606	8
228951426	216
627916798	298
3192773536	301
2844607500	29
2909678818	134
64643056	15
2871682343	15
3192956014	8
133781095	68
232376381	232
2890333632	8
3139710932	107
2984385032	24
2780227838	185
2758216614	246
2899724324	246
3173668329	245
2806883114	0
2733938725	132
2870055603	8
1229743136	164
105119490	35
2847935108	24
14511951	38
2588155602	8
2576701936	61
435525090	15
2181113772	35
355795737	216
1025681684	76
14326874	30
918409039	246
327289094	233
3108351	24
15265990	81
2780529784	246
203760682	246
349063185	81
25589776	52
2908559936	81
3245979544	232
2781308136	21
733303040	132
2413826444	8
2416466416	249
1431758502	14
384026082	188
2271179430	232
2814121725	81
547475966	8
3135989745	24
1615564327	246
1335587077	30
1573556287	83
2835962353	92
2253640676	185
320751995	185
2207246305	15
962704140	8
1125541214	229
2500007554	24
387638515	229
477038952	14
508885770	81
973652844	107
573860397	29
1290170702	21
621720090	120
2228284588	132
516619518	229
809515854	299
1831919268	24
328047506	35
2856019439	53
543794957	94
2843252910	185
302231807	202
968276172	236
483924633	216
313724477	232
2148693998	132
1377885110	4
534916072	167
878418000	167
188230263	55
3020232633	47
14780915	47
253716029	248
2304000152	272
2756789538	29
2425231	203
228397124	222
23737582	223
2954283946	48
3102720564	76
1854637914	29
27849166	48
278006137	55
702125877	35
602188858	119
568825492	257
3062205179	30
1535633298	246
3190284093	132
89423854	132
572240095	55
55639817	76
363972381	68
316054117	15
25365536	35
354309948	185
1651745263	31
559868332	288
81825702	40
268862229	185
2852040209	185
280589563	283
2686452746	125
453619947	212
2479116920	203
2931392052	93
2273626526	185
56223647	302
169002949	156
343647131	35
1401382904	24
474446451	269
1302368978	35
326617380	76
84110391	8
268640730	24
243163874	212
624918281	283
37912007	266
3048323135	257
2936739141	35
2718113058	185
3119732728	185
296865250	0
1965237781	29
313030459	190
2161554338	149
1320073344	32
2400068371	8
116502459	81
131718664	185
133042870	134
3053234724	61
2788994607	35
2868430557	160
2920180826	24
2335849027	24
20120877	236
501405147	15
2543707907	298
3147851955	15
2548721419	24
1445334056	35
2796284493	185
36332025	29
73992972	35
2586390576	81
3027921797	8
2983319449	24
107630406	236
1621376966	21
2430174896	198
2160022363	33
2204854647	216
2643340823	156
3031218556	292
2742998171	164
539863097	156
2494455989	236
2603640338	94
2547620297	126
908669726	232
583280017	257
310072711	185
1378000488	232
586482662	8
749952350	76
1969053690	216
292120902	49
257799896	261
2343119281	298
134758540	153
346322786	29
3123934244	298
2231325937	227
1649891737	227
2855445004	132
198885359	232
2660741946	21
585251556	166
16190898	93
44346105	21
120649992	21
2261808925	232
1652309034	8
163730859	21
94711758	33
2244268176	120
1949299057	179
2968313087	76
450779212	257
394093191	232
102955736	236
58131066	142
160941691	61
200818199	20
16973333	35
363640677	246
381087522	229
511470442	292
2434043868	292
3178343937	298
3098124368	24
2866704193	93
2944352455	232
1923427368	8
85452649	8
200583835	185
1054533056	61
1650273846	298
806135126	232
311596809	264
19046392	216
2724886600	35
3129765151	8
803050842	156
2198491434	24
98586984	146
15735744	107
1918027333	35
405728790	30
1246327423	61
491003131	35
531780156	21
1202611332	226
21094888	226
2322901370	160
59325073	257
558934328	227
2799287783	8
2993035084	15
3034675433	53
2200369783	298
2681405857	35
3012405742	16
231998027	81
2907656953	305
19583545	143
17919972	159
2274851069	20
3151140161	55
14573900	232
1074707684	216
81982173	185
2770130748	164
2763634078	115
272131714	200
1149104545	186
573078668	161
1096961108	248
1347766734	298
470489295	185
229945398	216
2831149440	216
2915324375	229
96909302	133
85603854	133
2374434254	21
2481416563	246
19777398	216
209708391	15
1392236496	216
379408088	149
323761529	232
1241782441	250
3130261528	298
605093834	179
2507680598	185
2744590228	55
567519615	24
27928777	24
575571662	88
66732606	88
2882150859	103
156247074	179
2956241624	151
3024185812	15
235081257	283
74268158	164
703223386	223
8839632	223
329418923	185
458830720	185
2839997273	216
2393038916	216
128996278	134
2246605743	15
23465218	93
2701695500	8
342594032	257
953278568	28
1629147072	298
28354730	248
2213546832	29
2743691543	55
2856840286	229
286703523	24
18378446	200
582893544	290
68210284	290
2704877742	8
2699029339	115
1962716474	156
2890961	156
3040107153	156
2922022318	232
357953332	203
718855508	61
20012204	202
4970411	185
2762203630	236
2855400744	303
238575113	94
3167671386	249
3027576417	298
2817641383	15
46832898	249
2584199773	245
374209360	245
539613581	24
213300335	202
30495613	24
2267097607	249
10876852	35
2602708329	20
2434802688	283
371866546	81
2821660681	52
2787010574	35
2369686982	24
428368815	55
12912542	76
889024146	229
334235577	29
2887098095	232
2399296919	14
588440326	35
969300067	30
35470702	20
149818468	167
979073125	298
1131930708	268
40246348	185
3166178094	164
739784130	29
146551162	221
2452867927	35
16510838	283
3139692739	24
2224112012	185
2729047747	81
2718266681	81
496947377	76
499346154	212
2205462907	35
324800527	272
144672349	216
2971507184	59
2877754364	31
217846009	76
2604513600	305
49309789	14
5695632	232
504897306	16
305877754	160
2928747176	232
2153285306	81
2800681721	299
3165301799	21
3107975560	257
2832853052	257
2267580653	8
132774626	292
2758977712	115
1962902683	203
24006071	229
2894046698	162
607858464	31
2849969907	8
318219060	55
2843768691	24
1529530260	190
2232426913	15
2585208815	236
23088176	232
2276528450	185
351893313	48
1615905644	236
139539038	108
3167692026	249
1921634840	76
1228066862	29
2978362210	20
1615283869	246
3176428420	185
2938264173	0
2157766698	245
958683282	257
956208542	76
278328390	81
319978709	232
2542207489	120
1530569982	296
343627165	59
2685837290	16
548900573	29
1689139135	8
2296525814	242
102162231	130
2496439051	198
2504587765	76
24245360	179
342881789	164
605537857	81
367750490	8
1582853809	179
2380834675	232
2892601024	232
2935453127	257
2236416063	257
2640915448	232
121296694	81
2266603723	96
371804035	236
2720915568	236
2760539239	88
1463684144	88
127614046	24
534478644	203
206813069	81
211759777	81
3022750366	8
3022704059	232
2395241878	21
596870296	35
2767403213	28
2732650684	88
2982068825	232
2242062810	0
373084763	35
3004835027	134
2224195778	35
1537283010	15
259975508	229
112169930	16
66664787	42
1541904169	213
216444984	90
2495099700	76
2896405353	8
974823710	79
2587244810	81
3245607663	161
2881036008	236
2365800855	232
2384668045	35
1684898995	229
3094629816	200
14594844	200
1348678878	229
2734000046	229
3115234313	133
2958185432	24
47846709	35
2723518062	135
428333	48
80740819	160
609742172	305
2568464482	93
1317821952	232
2306239020	35
2840718650	24
1691105335	24
1337743052	236
226690054	29
529795011	88
16222584	216
1623405589	29
66339576	292
393190233	185
101395252	164
2822567616	14
2961520217	8
2603975293	35
2806605820	249
2828887829	232
2511846751	55
2603895050	179
100130031	179
2861259394	131
41317402	0
2851804827	269
2557517420	61
893657815	127
3115498374	232
1864406928	20
319861696	298
407261533	269
2614306946	132
32676327	216
79781646	76
3000418583	35
22650211	81
370477634	200
2790658390	24
799724899	76
588665001	35
2990860910	24
261102661	174
3028596606	8
2418377029	35
2255534952	35
3174378593	232
152457403	232
2333677370	283
238834602	14
1629171145	229
930805326	55
2504499055	55
2744026008	35
1699094804	292
2847193511	120
3000357099	24
1547513437	296
1421767806	35
418284901	198
1111596679	298
2981481868	264
921575155	35
132083851	206
1906234147	35
408214831	8
114354410	232
1972703431	24
2732619305	55
2498347489	298
2866559738	76
48177728	29
1306398518	229
21366823	185
3168158958	93
584405697	156
1926831486	35
2643950610	229
632597076	29
2163703333	24
2600240304	24
630806400	8
2347953823	20
1724928566	283
385405404	164
233183631	246
2704042478	35
243906488	151
24393384	127
154048214	29
2820643527	306
858745585	49
20322929	286
413487212	4
2885204866	30
273751728	21
3180809683	249
502743360	292
282695161	20
2869390659	229
2900426395	185
